epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,3488.36,0.75919,0.39775,0.85776,0.8011,0.56908,0.70257,0.47368,1.1836,1.38035,0.98851,0.005908,0.005908,0.005908
126,3515.99,0.75726,0.39492,0.85942,0.77524,0.57344,0.69659,0.46703,1.1946,1.33009,0.99126,0.005875,0.005875,0.005875
127,3544.02,0.75499,0.3993,0.85775,0.81387,0.55344,0.69316,0.46976,1.19929,1.38065,0.99135,0.005842,0.005842,0.005842
128,3571.72,0.75707,0.39351,0.85682,0.80071,0.5935,0.72054,0.48428,1.18262,1.23844,0.99094,0.005809,0.005809,0.005809
129,3599.43,0.74986,0.39283,0.85831,0.77299,0.61481,0.72222,0.47639,1.18733,1.22297,0.99165,0.005776,0.005776,0.005776
130,3627.09,0.75879,0.39664,0.8566,0.78891,0.5841,0.71557,0.48068,1.18929,1.32642,0.9901,0.005743,0.005743,0.005743
131,3654.91,0.75738,0.39698,0.85878,0.79188,0.57397,0.70051,0.47488,1.18645,1.35949,0.98941,0.00571,0.00571,0.00571
132,3683,0.76004,0.39439,0.86052,0.79889,0.56423,0.69828,0.47249,1.18898,1.4041,0.99174,0.005677,0.005677,0.005677
133,3710.68,0.74341,0.39047,0.85951,0.76781,0.58422,0.71353,0.47865,1.19273,1.31191,0.99324,0.005644,0.005644,0.005644
134,3738.37,0.74679,0.39337,0.85816,0.75246,0.58755,0.70162,0.47027,1.19593,1.32918,0.99131,0.005611,0.005611,0.005611
135,3766.06,0.75128,0.39092,0.85669,0.77025,0.59029,0.69829,0.46915,1.17766,1.22428,0.98811,0.005578,0.005578,0.005578
136,3793.84,0.75151,0.3906,0.85629,0.78592,0.59367,0.7084,0.47318,1.18111,1.29935,0.98881,0.005545,0.005545,0.005545
137,3821.5,0.74665,0.39017,0.8552,0.81011,0.56253,0.70353,0.46858,1.19873,1.29328,0.99416,0.005512,0.005512,0.005512
138,3849.36,0.74511,0.38786,0.85626,0.7856,0.5554,0.69604,0.46747,1.19302,1.38952,0.98884,0.005479,0.005479,0.005479
139,3877.18,0.74005,0.38849,0.85589,0.78244,0.57596,0.70939,0.4767,1.19028,1.32907,0.99105,0.005446,0.005446,0.005446
140,3904.78,0.74479,0.38811,0.8531,0.79108,0.56762,0.69939,0.47205,1.18767,1.35891,0.99048,0.005413,0.005413,0.005413
141,3932.59,0.73958,0.38717,0.85483,0.76633,0.58945,0.70618,0.47501,1.17941,1.28904,0.9902,0.00538,0.00538,0.00538
142,3960.3,0.73414,0.38036,0.8545,0.84273,0.53043,0.6938,0.46843,1.18666,1.36324,0.99241,0.005347,0.005347,0.005347
143,3988.11,0.74038,0.38869,0.85604,0.78203,0.56914,0.70431,0.47634,1.18961,1.31795,0.99313,0.005314,0.005314,0.005314
144,4015.7,0.7372,0.3855,0.85282,0.78002,0.57708,0.70268,0.47437,1.18308,1.35847,0.98881,0.005281,0.005281,0.005281
145,4043.53,0.73063,0.38055,0.85047,0.80576,0.55905,0.69585,0.4711,1.18248,1.37847,0.98881,0.005248,0.005248,0.005248
146,4071.15,0.73313,0.38482,0.85444,0.77267,0.56927,0.6907,0.47017,1.18611,1.37138,0.99146,0.005215,0.005215,0.005215
147,4098.91,0.73308,0.3803,0.85392,0.77795,0.58616,0.70126,0.46941,1.18462,1.32087,0.99041,0.005182,0.005182,0.005182
148,4126.5,0.72699,0.38222,0.85462,0.80621,0.5798,0.70788,0.47299,1.18725,1.28811,0.99129,0.005149,0.005149,0.005149
149,4154.1,0.73336,0.38342,0.85277,0.82405,0.59081,0.72027,0.48398,1.18335,1.25439,0.98992,0.005116,0.005116,0.005116
150,4181.86,0.73042,0.38174,0.85136,0.79135,0.59503,0.71069,0.47416,1.183,1.28813,0.99014,0.005083,0.005083,0.005083
151,4209.52,0.72805,0.38171,0.84956,0.78537,0.58559,0.70545,0.46564,1.1854,1.26079,0.99077,0.00505,0.00505,0.00505
152,4237.29,0.72875,0.38173,0.85234,0.74632,0.59042,0.69619,0.46451,1.1956,1.36491,0.99351,0.005017,0.005017,0.005017
153,4264.87,0.72932,0.38047,0.85213,0.77887,0.57147,0.69919,0.4728,1.19193,1.37628,0.99276,0.004984,0.004984,0.004984
154,4292.63,0.72455,0.3801,0.85121,0.78013,0.58453,0.7005,0.47003,1.18776,1.28897,0.98936,0.004951,0.004951,0.004951
155,4320.25,0.72091,0.37494,0.84957,0.76303,0.58712,0.69751,0.46507,1.18239,1.30411,0.9884,0.004918,0.004918,0.004918
156,4348.28,0.71879,0.37501,0.85313,0.79044,0.58437,0.70066,0.46926,1.1859,1.30393,0.99075,0.004885,0.004885,0.004885
157,4375.87,0.71435,0.3736,0.85019,0.77388,0.57212,0.69702,0.46615,1.19347,1.34957,0.99219,0.004852,0.004852,0.004852
158,4403.76,0.71579,0.37369,0.84995,0.76426,0.57709,0.69851,0.46696,1.18033,1.34733,0.98673,0.004819,0.004819,0.004819
159,4431.38,0.71815,0.37456,0.84703,0.77428,0.553,0.69005,0.46434,1.18364,1.41979,0.98687,0.004786,0.004786,0.004786
160,4459.09,0.71381,0.37615,0.84997,0.80487,0.5531,0.68998,0.46052,1.20205,1.45412,0.99213,0.004753,0.004753,0.004753
161,4487.14,0.71409,0.37372,0.84792,0.7936,0.55913,0.68908,0.46214,1.19873,1.44827,0.99249,0.00472,0.00472,0.00472
162,4514.77,0.7099,0.3733,0.84909,0.79949,0.57232,0.69816,0.46869,1.18851,1.34018,0.98871,0.004687,0.004687,0.004687
163,4542.53,0.70873,0.37236,0.84948,0.7765,0.58062,0.70257,0.47151,1.18917,1.35041,0.98877,0.004654,0.004654,0.004654
164,4570.14,0.72281,0.37632,0.84787,0.82413,0.58383,0.7163,0.47451,1.19477,1.26993,0.99015,0.004621,0.004621,0.004621
165,4597.97,0.70574,0.37027,0.84682,0.80329,0.58566,0.71329,0.47593,1.18829,1.26573,0.98744,0.004588,0.004588,0.004588
166,4625.56,0.70737,0.37119,0.84761,0.80128,0.58196,0.71165,0.47825,1.1813,1.28821,0.98584,0.004555,0.004555,0.004555
167,4653.33,0.70441,0.36814,0.84819,0.80652,0.59044,0.71812,0.47917,1.17763,1.29167,0.98616,0.004522,0.004522,0.004522
168,4681.04,0.7116,0.3707,0.84828,0.79817,0.59571,0.71447,0.47641,1.18235,1.29097,0.98763,0.004489,0.004489,0.004489
169,4708.59,0.70441,0.36552,0.84698,0.79207,0.59253,0.71334,0.47551,1.18809,1.29968,0.99013,0.004456,0.004456,0.004456
170,4736.32,0.7042,0.36862,0.84821,0.79379,0.5857,0.7106,0.47432,1.18662,1.29898,0.99055,0.004423,0.004423,0.004423
171,4763.97,0.70645,0.36765,0.8483,0.78219,0.59415,0.70859,0.47307,1.18619,1.30277,0.98901,0.00439,0.00439,0.00439
172,4791.63,0.69215,0.36336,0.84749,0.78738,0.59168,0.70921,0.47011,1.18867,1.27905,0.99032,0.004357,0.004357,0.004357
173,4819.25,0.69992,0.36376,0.84534,0.8068,0.58028,0.71049,0.47522,1.18299,1.26386,0.98861,0.004324,0.004324,0.004324
174,4847.03,0.70284,0.36596,0.84524,0.82633,0.56071,0.70733,0.4732,1.18336,1.29877,0.99005,0.004291,0.004291,0.004291
175,4874.61,0.69749,0.362,0.8461,0.78358,0.56714,0.70452,0.47235,1.18452,1.34567,0.99104,0.004258,0.004258,0.004258
176,4902.29,0.69625,0.36193,0.84648,0.77481,0.56059,0.69885,0.47085,1.18484,1.37532,0.99106,0.004225,0.004225,0.004225
177,4929.8,0.69937,0.36315,0.84563,0.78001,0.55495,0.69324,0.4705,1.18473,1.4154,0.99046,0.004192,0.004192,0.004192
178,4957.48,0.69488,0.36452,0.84725,0.78777,0.55863,0.69834,0.47102,1.18386,1.42345,0.99043,0.004159,0.004159,0.004159
179,4985,0.68983,0.36174,0.84313,0.78824,0.56711,0.7063,0.4755,1.18757,1.39296,0.9914,0.004126,0.004126,0.004126
180,5012.53,0.69267,0.36144,0.84838,0.78748,0.56881,0.70789,0.47604,1.19066,1.35419,0.99199,0.004093,0.004093,0.004093
181,5040.21,0.69091,0.36084,0.8433,0.78976,0.59505,0.71747,0.48026,1.19022,1.33053,0.99109,0.00406,0.00406,0.00406
182,5067.75,0.69263,0.36174,0.84779,0.80482,0.59763,0.72365,0.48392,1.18781,1.33706,0.99106,0.004027,0.004027,0.004027
183,5095.53,0.68961,0.35773,0.84193,0.8046,0.58861,0.72,0.48115,1.18902,1.37068,0.99196,0.003994,0.003994,0.003994
184,5123.1,0.68453,0.35589,0.84492,0.79759,0.59212,0.72176,0.48256,1.19224,1.35088,0.99228,0.003961,0.003961,0.003961
185,5150.8,0.68115,0.35759,0.8443,0.80922,0.58246,0.72055,0.48002,1.19546,1.35867,0.99259,0.003928,0.003928,0.003928
186,5178.39,0.68409,0.35982,0.84202,0.79431,0.58225,0.71645,0.47895,1.19673,1.37466,0.99349,0.003895,0.003895,0.003895
187,5206.15,0.68429,0.35792,0.84365,0.7951,0.57355,0.71265,0.47962,1.18865,1.38738,0.99065,0.003862,0.003862,0.003862
